Test_Date,Device_Name,Brand,Model,Category,Price_USD,Battery_Life_Hours,Heart_Rate_Accuracy_Percent,Step_Count_Accuracy_Percent,Sleep_Tracking_Accuracy_Percent,Water_Resistance_Rating,User_Satisfaction_Rating,GPS_Accuracy_Meters,Connectivity_Features,Health_Sensors_Count,App_Ecosystem_Support,Performance_Score
6/22/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,405.89,186.6,89.26,96.3,90.04,IPX8,8.9,,Bluetooth,3,Android/iOS,76.9
6/22/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,207.53,29.7,96.91,96.47,76.05,5ATM,8.2,4.2,"WiFi, Bluetooth, NFC, LTE",13,iOS,59.7
6/22/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,467.68,50.1,94.22,95.6,78.79,IPX8,8.3,4,"WiFi, Bluetooth, NFC",9,Android/iOS,60.3
6/22/2025,Fitbit Versa 4,Fitbit,Versa 4,Sports Watch,326.1,160.3,94.01,96.73,75.91,IPX8,7.1,2.9,"Bluetooth, WiFi",8,Cross-platform,60.9
6/22/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,654.8,38.4,96.32,97.91,82.14,IPX8,9,2.9,"WiFi, Bluetooth, NFC, LTE",11,Android/iOS,63.2
6/22/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,671.53,53.9,92.95,95.3,78.1,5ATM,8.8,3.9,"WiFi, Bluetooth, NFC",8,Android/iOS,60.9
6/22/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,288.75,121.3,93.28,95.95,75.69,5ATM,8.4,4.8,"Bluetooth, WiFi",9,Cross-platform,60.7
6/22/2025,Fitbit Inspire 4,Fitbit,Inspire 4,Fitness Tracker,202.76,161.5,91.59,93.3,74.38,3ATM,7.6,,"Bluetooth, WiFi",8,Cross-platform,70.9
6/22/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Sports Watch,735.65,261.8,92.98,98.38,72.17,5ATM,8.4,3.2,Bluetooth,9,Cross-platform,62.5
6/22/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,436.79,26.5,94.49,93.47,82.77,IPX8,8.3,4.3,"WiFi, Bluetooth, NFC",14,Android/iOS,59.9
6/22/2025,Garmin Venu 3,Garmin,Venu 3,Sports Watch,809.38,522.5,92.71,98.27,71.23,IPX8,8.1,3.8,Bluetooth,9,Cross-platform,61.3
6/22/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,201.5,60.2,94.74,97.72,79.98,IP68,7.5,3.7,"WiFi, Bluetooth, NFC, LTE",14,iOS,60
6/22/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,431.63,48,92.85,97.1,81.31,IPX8,8.1,1.6,"WiFi, Bluetooth, NFC",10,iOS,61.9
6/22/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,805.78,44,95.59,98.1,78.8,IPX8,9.3,2.2,"WiFi, Bluetooth, NFC, LTE",12,iOS,63.7
6/22/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,161.3,86.11,96,75.31,IPX4,7.9,,Bluetooth,2,Cross-platform,71.1
6/22/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,565.85,62,95.44,93.56,78.78,IP68,8.4,2.6,"WiFi, Bluetooth, NFC, LTE",13,Cross-platform,61.5
6/22/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,404.41,141.8,97.04,94.95,70.83,5ATM,9.2,2.3,Bluetooth,6,Cross-platform,63.8
6/22/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,702.21,38.9,93.25,97.53,75.75,5ATM,8.9,5,"WiFi, Bluetooth, NFC",8,iOS,60
6/22/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,160,90.5,96.92,72.79,IPX7,7,,Bluetooth,4,Cross-platform,69.9
6/22/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,247.31,60,95.31,93.46,83.56,5ATM,7.5,4.3,"WiFi, Bluetooth, NFC",14,Android/iOS,59.5
6/22/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,734.56,20.5,95.44,96.97,81.61,IPX8,8.7,4.9,"WiFi, Bluetooth, NFC",15,Cross-platform,60.6
6/22/2025,Garmin Enduro 3,Garmin,Enduro 3,Smartwatch,481.68,1432.4,97.83,98.93,78.53,5ATM,8.5,1.6,"WiFi, Bluetooth, NFC",13,Cross-platform,65.6
6/22/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,437.48,175,90.99,93.76,85.49,IPX8,9.4,,Bluetooth,5,Android/iOS,76.8
6/22/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,242.32,106.6,96.95,95.57,71,IP68,7.3,4.4,"Bluetooth, WiFi",9,Cross-platform,58.6
6/22/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,308.17,169.6,85.71,94.84,85.43,IPX8,7.2,,Bluetooth,6,Cross-platform,71.6
6/22/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,664.19,48.7,94.07,97.95,80.83,5ATM,9.2,2.3,"WiFi, Bluetooth, NFC",10,iOS,63.6
6/22/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,236.43,32.4,94.49,96.25,84.65,IP68,7.9,4.1,"WiFi, Bluetooth, NFC, LTE",8,iOS,60.3
6/22/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,464.4,174.2,86.91,95.52,91.66,IPX7,8.5,,Bluetooth,5,Cross-platform,75.8
6/22/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,225.6,98.9,94.37,95.68,76.63,IPX4,7.2,,Bluetooth,9,Android/iOS,70.1
6/22/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,194.7,230.4,92.97,95.7,78.94,3ATM,6.6,,"Bluetooth, WiFi",5,Android/iOS,70.7
6/22/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Smartwatch,489.15,31.4,96.27,93.92,77.5,5ATM,9.1,3.9,"WiFi, Bluetooth, NFC",11,Cross-platform,61.1
6/22/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,330.78,191.9,88.28,93.44,86.6,IPX8,7.3,,Bluetooth,3,Android/iOS,72.3
6/22/2025,Garmin Enduro 3,Garmin,Enduro 3,Sports Watch,811.29,1600.4,97.18,99.32,77.27,10ATM,8.7,3.2,"Bluetooth, WiFi",8,Cross-platform,64.7
6/22/2025,Huawei Watch GT 5,Huawei,Watch GT 5,Smartwatch,353.06,67.1,95.5,96.31,79.75,IP68,7.3,2.6,"WiFi, Bluetooth, NFC, LTE",10,Android/iOS,60.4
6/22/2025,Fitbit Charge 6,Fitbit,Charge 6,Fitness Tracker,113.47,136.6,93.18,94.2,71.3,IPX7,7.6,,"Bluetooth, WiFi",5,Cross-platform,70.2
6/22/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Smartwatch,601.46,536.8,92.95,98.83,79.7,IPX8,9,4.7,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,63.8
6/22/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,129.64,225,96.53,94.55,79.24,5ATM,6.6,2.7,Bluetooth,10,Cross-platform,60.9
6/22/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,344.8,172.4,97,94.45,75.02,IP68,7.6,1.7,"Bluetooth, WiFi",9,Cross-platform,62.6
6/22/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,966.34,393.9,96.27,99.42,75.83,IP68,9.5,3.2,"WiFi, Bluetooth, NFC, LTE",14,Cross-platform,65.6
6/22/2025,Fitbit Sense 2,Fitbit,Sense 2,Smartwatch,162.13,53.6,96.42,95.02,80.31,IP68,8,3.6,"WiFi, Bluetooth, NFC, LTE",14,Cross-platform,60.6
6/22/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,310.31,38.6,93.12,93.18,79.4,IPX8,7.3,2.4,"WiFi, Bluetooth, NFC",9,Cross-platform,58.9
6/22/2025,Withings Steel HR,Withings,Steel HR,Sports Watch,326.78,173.6,95.04,96.93,75.98,5ATM,7,1.9,"Bluetooth, WiFi",10,Cross-platform,61.7
6/22/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,161.9,90.52,94.53,78.7,IPX4,6.8,,Bluetooth,2,Cross-platform,70.2
6/22/2025,Fitbit Inspire 4,Fitbit,Inspire 4,Fitness Tracker,307.78,99.8,92.71,93.46,76.69,IPX7,7.9,,"Bluetooth, WiFi",8,Cross-platform,70.7
6/22/2025,Amazfit GTR 4,Amazfit,GTR 4,Smartwatch,270.38,52.3,94.41,94.82,76.02,IPX8,8.3,2.3,"WiFi, Bluetooth, NFC, LTE",13,Android/iOS,60.9
6/22/2025,Amazfit GTS 4,Amazfit,GTS 4,Smartwatch,280.55,61.1,97.01,93.79,77.96,IP68,7.7,1.8,"WiFi, Bluetooth, NFC, LTE",10,Android/iOS,61
6/22/2025,Garmin Fenix 8,Garmin,Fenix 8,Sports Watch,851.72,519.8,92.95,98.2,76.01,10ATM,9,2.1,Bluetooth,8,Cross-platform,64.8
6/22/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,411.21,31.5,97.09,97.3,76.29,5ATM,8.4,1.6,"WiFi, Bluetooth, NFC",10,Android/iOS,62
6/22/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,367.8,183.7,87.57,93.48,85.58,IPX8,8,,Bluetooth,4,Android/iOS,73.3
6/22/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,374.51,506,95.64,99.41,83.85,IP68,7.8,4.5,"WiFi, Bluetooth, NFC",11,Cross-platform,63.1
6/22/2025,Amazfit GTR 4,Amazfit,GTR 4,Smartwatch,258.54,39.4,96.31,94.16,76.61,IPX8,7.5,2.3,"WiFi, Bluetooth, NFC, LTE",8,Android/iOS,59.6
6/22/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,542.75,181,86.91,94.78,91.79,IPX7,8.9,,Bluetooth,6,Cross-platform,76.5
6/22/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,199.22,179.2,94.27,93.74,70.19,IPX8,7.6,2.3,"Bluetooth, WiFi",10,Cross-platform,60.8
6/22/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,587.17,27.6,94.3,97.32,84.98,IP68,8.9,3.2,"WiFi, Bluetooth, NFC",10,Android/iOS,62.7
6/22/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,558.3,49.6,97.61,97.33,81.51,IP68,9.3,1.9,"WiFi, Bluetooth, NFC, LTE",13,Android/iOS,64.6
6/22/2025,Garmin Venu 3,Garmin,Venu 3,Sports Watch,468.24,248.2,96.94,98.29,78.47,IPX8,9.1,4.4,Bluetooth,10,Cross-platform,64.5
6/22/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,250.89,197.5,97.03,93.01,72.74,IPX8,7.2,3.1,"Bluetooth, WiFi",5,Cross-platform,60.4
6/22/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,355.18,174.6,97.23,94.87,78.44,5ATM,7.1,1.8,"Bluetooth, WiFi",10,Cross-platform,62.4
6/22/2025,Amazfit T-Rex 3,Amazfit,T-Rex 3,Sports Watch,245.72,122.6,92.52,96.06,74.38,IPX8,8.2,1.6,Bluetooth,6,Android/iOS,62.2
6/22/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,423.6,71.6,97.2,96.43,83.3,IP68,8.2,3.5,"WiFi, Bluetooth, NFC, LTE",12,Android/iOS,62.2
6/22/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,394.1,178.7,87.79,93.82,87.66,IPX7,7.1,,Bluetooth,4,Android/iOS,72.1
6/23/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,365.3,45.6,95.1,98.04,80.29,IPX8,8.3,2.7,"WiFi, Bluetooth, NFC, LTE",10,iOS,61.8
6/23/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,290.03,387.7,96.49,98.85,77.89,5ATM,7.7,2.6,"WiFi, Bluetooth, NFC",12,Cross-platform,63.3
6/23/2025,Withings Steel HR,Withings,Steel HR,Sports Watch,284.01,107.2,95.61,96.36,74.7,IPX8,7.1,3.1,"Bluetooth, WiFi",9,Android/iOS,59.7
6/23/2025,Withings Steel HR,Withings,Steel HR,Sports Watch,204.84,228.1,97.27,96.33,73.08,5ATM,7.4,3.5,Bluetooth,10,Cross-platform,61.1
6/23/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,263.82,38.7,92.66,96.03,83.31,5ATM,7.2,4.2,"WiFi, Bluetooth, NFC",8,iOS,58.6
6/23/2025,Fitbit Inspire 4,Fitbit,Inspire 4,Fitness Tracker,208.78,168.6,92.31,93.4,72.85,IPX4,7.4,,Bluetooth,6,Cross-platform,70.5
6/23/2025,Amazfit GTR 4,Amazfit,GTR 4,Smartwatch,273.31,43.2,93.92,96.32,76.34,IPX8,8.5,3.9,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,60.2
6/23/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,541.07,35.6,92.93,95.73,82.17,IP68,9,4.3,"WiFi, Bluetooth, NFC, LTE",11,Android/iOS,61.3
6/23/2025,Huawei Watch GT 5,Huawei,Watch GT 5,Smartwatch,471.03,54.9,94.44,94.32,75.89,IPX8,9.2,2,"WiFi, Bluetooth, NFC, LTE",12,Android/iOS,62.5
6/23/2025,Garmin Enduro 3,Garmin,Enduro 3,Smartwatch,570.92,2027.9,97.13,98.47,83.38,10ATM,8.9,3,"WiFi, Bluetooth, NFC, LTE",9,Cross-platform,66
6/23/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,390.94,39.3,92.25,96.76,84.54,5ATM,7.6,2.2,"WiFi, Bluetooth, NFC, LTE",10,Android/iOS,60.9
6/23/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,742.53,64.2,94.82,94.95,82.57,IP68,8.9,3.5,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,62.5
6/23/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,374.05,169,91.6,96.35,91.1,IPX7,8,,Bluetooth,6,Cross-platform,75.8
6/23/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,203.84,135.8,94.52,96.85,71,IPX8,8.4,4.4,Bluetooth,10,Cross-platform,60.8
6/23/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,444.87,49.2,96.12,96.38,83.11,IPX8,8.1,2.4,"WiFi, Bluetooth, NFC, LTE",14,Android/iOS,62.1
6/23/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,245.5,179.6,94.74,94.67,78.92,IP68,7.7,4.1,Bluetooth,10,Android/iOS,61.5
6/23/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,331.76,191.2,85.26,95.13,88.69,IPX8,8,,Bluetooth,3,Cross-platform,73.8
6/23/2025,Polar Vantage V3,Polar,Vantage V3,Sports Watch,456.79,175.7,94.59,95.54,71.85,IP68,9,2.1,"Bluetooth, WiFi",9,Cross-platform,63.9
6/23/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,348.49,57.9,94.44,93.1,77.85,5ATM,8.1,4.5,"WiFi, Bluetooth, NFC, LTE",9,Cross-platform,59.2
6/23/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,262.36,27.8,92.26,96.87,81.55,5ATM,8.5,2,"WiFi, Bluetooth, NFC",9,Android/iOS,61.8
6/23/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,453.87,62.4,92.63,96.84,81.36,IPX8,9.1,3,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,62.9
6/23/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Sports Watch,719.68,526.2,94.07,98.83,70.92,IPX8,9.1,4.4,"Bluetooth, WiFi",5,Cross-platform,62.9
6/23/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,221.11,68.6,97.41,96.81,75.43,IP68,8,4.1,"WiFi, Bluetooth, NFC, LTE",9,iOS,60.2
6/23/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Smartwatch,715.83,327.5,97.41,99.18,84,IPX8,9.3,1.7,"WiFi, Bluetooth, NFC",14,Cross-platform,67.8
6/23/2025,Fitbit Versa 4,Fitbit,Versa 4,Smartwatch,318.96,37.4,96.56,93.97,78.74,IP68,7.5,1.7,"WiFi, Bluetooth, NFC",8,Cross-platform,60.3
6/23/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,254.75,166.2,94.26,93.79,77.23,3ATM,7.9,,Bluetooth,10,Cross-platform,72.8
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,121.9,90.25,96.04,74.58,IPX4,6.7,,Bluetooth,2,Android/iOS,68.5
6/23/2025,Fitbit Versa 4,Fitbit,Versa 4,Smartwatch,264.72,69.3,96.14,93.77,82.39,IPX8,8.1,4.9,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,60.3
6/23/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,302.6,100.9,93.52,96.67,79.56,IPX8,7.4,1.7,Bluetooth,9,Cross-platform,61.5
6/23/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,500.6,63.7,92.17,96.71,80.42,5ATM,8.3,1.5,"WiFi, Bluetooth, NFC, LTE",11,Android/iOS,62.3
6/23/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,505.29,19.8,93.75,98.11,81.79,IP68,8.5,3.5,"WiFi, Bluetooth, NFC",12,iOS,61.2
6/23/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,517.18,181.8,88.29,94.76,86.29,IPX7,8.4,,Bluetooth,6,Android/iOS,74.7
6/23/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Sports Watch,418.16,584.5,94.37,98.6,77.3,5ATM,8.6,2.9,Bluetooth,6,Cross-platform,64.1
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,145.3,86.98,95.79,71.95,3ATM,6.8,,Bluetooth,3,Cross-platform,68
6/23/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,336.89,175.7,89.26,94.35,91.8,IPX8,7.4,,Bluetooth,6,Android/iOS,73.9
6/23/2025,Apple Watch Ultra 2,Apple,Watch Ultra 2,Smartwatch,402.9,26.2,96.14,97.03,82.75,IPX8,9.3,4.1,"WiFi, Bluetooth, NFC",10,iOS,62.6
6/23/2025,Garmin Venu 3,Garmin,Venu 3,Smartwatch,415.51,528.3,94.82,98.01,79.77,IPX8,8.5,2.5,"WiFi, Bluetooth, NFC",8,Cross-platform,64.6
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,127.5,86.18,96.18,73.71,IPX4,7,,Bluetooth,5,Android/iOS,68.2
6/23/2025,Samsung Galaxy Watch FE,Samsung,Galaxy Watch FE,Smartwatch,486.07,46.9,96.34,98.34,84.13,5ATM,8.6,4.4,"WiFi, Bluetooth, NFC, LTE",8,Android/iOS,62.1
6/23/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,152.33,107.7,93.78,95.64,76.05,IP68,6.3,3.6,"Bluetooth, WiFi",8,Cross-platform,57.8
6/23/2025,Fitbit Versa 4,Fitbit,Versa 4,Smartwatch,80.02,22,96.11,94.75,81.99,5ATM,6.3,2.2,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,58.3
6/23/2025,Fitbit Charge 6,Fitbit,Charge 6,Fitness Tracker,186.36,118.3,91.79,95.08,76.73,IPX4,7,,Bluetooth,10,Cross-platform,69.5
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,128.1,89.32,94.08,76.51,IPX4,7.6,,Bluetooth,2,Cross-platform,70.2
6/23/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,791.37,47.3,94.96,96.75,83.51,IPX8,8.4,4.3,"WiFi, Bluetooth, NFC",15,Cross-platform,61.3
6/23/2025,Garmin Instinct 2X,Garmin,Instinct 2X,Sports Watch,861.85,380.4,95.1,98.15,79.82,5ATM,9,2.8,Bluetooth,9,Cross-platform,65.3
6/23/2025,Samsung Galaxy Watch 7,Samsung,Galaxy Watch 7,Smartwatch,357.89,42.3,95.7,96.76,80.84,IP68,7.9,4.3,"WiFi, Bluetooth, NFC, LTE",10,Android/iOS,60
6/23/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,407.26,168.4,89.71,95.14,89.49,IPX7,9.1,,Bluetooth,3,Android/iOS,77.1
6/23/2025,Polar Pacer Pro,Polar,Pacer Pro,Sports Watch,318.38,113.9,96.46,95.03,71.46,5ATM,7.9,5,Bluetooth,9,Cross-platform,59.3
6/23/2025,Amazfit Band 7,Amazfit,Band 7,Fitness Tracker,221.66,77.7,94.01,93.13,74.07,IPX7,7.5,,Bluetooth,6,Android/iOS,69.1
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,145.9,86.98,96.65,78.22,IPX7,7,,Bluetooth,5,Cross-platform,69.8
6/23/2025,Polar Pacer Pro,Polar,Pacer Pro,Smartwatch,436.53,70,95.83,96.56,80.62,IP68,9,4.8,"WiFi, Bluetooth, NFC",8,Cross-platform,62
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,125.4,89.87,93.23,79.42,IPX4,6.2,,Bluetooth,5,Cross-platform,67.9
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,126.7,90.66,96.25,71.1,IPX7,6.5,,Bluetooth,3,Cross-platform,67.6
6/23/2025,Huawei Band 9,Huawei,Band 9,Smartwatch,646.93,38,93.5,96.4,81.98,5ATM,8.4,3,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,61.4
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,164,86.34,93.44,71.39,3ATM,7.7,,Bluetooth,4,Android/iOS,69.5
6/23/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,241.9,158.2,97.19,96.87,76.82,IPX8,8.4,3.8,Bluetooth,5,Cross-platform,63.1
6/23/2025,Fitbit Versa 4,Fitbit,Versa 4,Smartwatch,109.5,63.7,93.2,95.01,82.43,IPX8,6.6,2.4,"WiFi, Bluetooth, NFC",8,Cross-platform,59.1
6/23/2025,Garmin Venu 3,Garmin,Venu 3,Smartwatch,836.19,300.6,94.54,99.48,79.35,IP68,8.2,3.6,"WiFi, Bluetooth, NFC",9,Cross-platform,63.5
6/23/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,288.66,138.3,97.12,93.14,75.71,IP68,8.2,3.9,Bluetooth,5,Cross-platform,61.5
6/23/2025,Huawei Watch Ultimate,Huawei,Watch Ultimate,Smartwatch,417.73,29.2,94.9,94.9,79.38,IP68,8.7,1.7,"WiFi, Bluetooth, NFC",9,Android/iOS,62.1
6/23/2025,Fitbit Sense 2,Fitbit,Sense 2,Sports Watch,155.71,187.7,92.76,95.92,79.49,IP68,6.8,5,"Bluetooth, WiFi",5,Cross-platform,59.4
6/23/2025,Garmin Fenix 8,Garmin,Fenix 8,Smartwatch,818.34,485.7,96.67,98.15,75.05,5ATM,8.6,3.6,"WiFi, Bluetooth, NFC, LTE",9,Cross-platform,63.6
6/23/2025,Amazfit GTR 4,Amazfit,GTR 4,Smartwatch,273.96,38.7,93.26,96.43,83.34,IPX8,7.3,1.9,"WiFi, Bluetooth, NFC",8,Android/iOS,60.5
6/23/2025,Garmin Forerunner 965,Garmin,Forerunner 965,Sports Watch,447.81,446.1,96.75,98.37,76.45,5ATM,8.8,3.6,Bluetooth,10,Cross-platform,64.2
6/23/2025,Fitbit Sense 2,Fitbit,Sense 2,Smartwatch,298.15,22.9,97.97,94.98,76.39,IP68,7.6,2.8,"WiFi, Bluetooth, NFC, LTE",10,Cross-platform,59.5
6/23/2025,Apple Watch Series 10,Apple,Watch Series 10,Smartwatch,644.79,36.4,96.35,97.54,75.29,5ATM,8.3,4.4,"WiFi, Bluetooth, NFC, LTE",15,iOS,59.8
6/23/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,519.92,173.6,87.03,93.77,85.83,IPX8,8.9,,Bluetooth,3,Android/iOS,75.1
6/23/2025,Samsung Galaxy Watch Ultra,Samsung,Galaxy Watch Ultra,Smartwatch,303.12,55.5,94.59,98.45,80.67,IPX8,7.8,2.3,"WiFi, Bluetooth, NFC, LTE",9,Android/iOS,61.5
6/23/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,805.15,50.3,94.12,97.47,81.19,IPX8,9,2.1,"WiFi, Bluetooth, NFC",9,iOS,63.4
6/23/2025,Apple Watch SE 3,Apple,Watch SE 3,Smartwatch,456.27,18.4,97.19,97.95,84.74,IP68,9.1,4.4,"WiFi, Bluetooth, NFC, LTE",11,iOS,62.6
6/23/2025,Garmin Fenix 8,Garmin,Fenix 8,Sports Watch,971.28,381.7,97.22,99.21,74.68,10ATM,8.2,4.9,"Bluetooth, WiFi",10,Cross-platform,62.3
6/23/2025,Polar Vantage V3,Polar,Vantage V3,Smartwatch,370.43,32.1,93.55,96.3,82.23,IP68,7.4,2.3,"WiFi, Bluetooth, NFC",11,Cross-platform,60.1
6/23/2025,Amazfit GTR 4,Amazfit,GTR 4,Smartwatch,206.36,33.1,92.76,95.03,80.84,IPX8,7.3,1.8,"WiFi, Bluetooth, NFC",9,Android/iOS,59.7
6/23/2025,Fitbit Sense 2,Fitbit,Sense 2,Smartwatch,96.15,59.3,93.24,93.86,83.7,IPX8,7.5,4.3,"WiFi, Bluetooth, NFC, LTE",12,Cross-platform,59.3
6/23/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,358.75,185.6,91.67,94.33,90.18,IPX7,7.6,,Bluetooth,3,Cross-platform,74.4
6/23/2025,Amazfit GTR 4,Amazfit,GTR 4,Sports Watch,176.64,77.1,93.17,95.12,74.21,5ATM,7.4,2.3,Bluetooth,9,Android/iOS,59.4
6/23/2025,Withings Steel HR,Withings,Steel HR,Sports Watch,433.4,151.8,96.32,95.42,77.62,IP68,9,4.2,Bluetooth,6,Cross-platform,63.4
6/23/2025,Withings Steel HR,Withings,Steel HR,Smartwatch,293.72,68.2,92.81,94.96,76.1,IP68,8.3,4.3,"WiFi, Bluetooth, NFC, LTE",13,Android/iOS,59.6
6/23/2025,Oura Ring Gen 4,Oura,Ring Gen 4,Smart Ring,443.36,180.8,86.64,96.72,89.96,IPX7,8.1,,Bluetooth,3,Cross-platform,74.9
6/23/2025,Huawei Watch GT 5,Huawei,Watch GT 5,Smartwatch,124.88,36.1,96.35,95.96,76.26,IP68,6.6,1.8,"WiFi, Bluetooth, NFC, LTE",13,Android/iOS,58.6
6/23/2025,Withings ScanWatch 2,Withings,ScanWatch 2,Sports Watch,334.06,94.5,93.61,94.12,70.2,IP68,8,3.9,"Bluetooth, WiFi",7,Android/iOS,58.9
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,160.7,90.16,95.38,75.54,IPX7,6.1,,Bluetooth,5,Cross-platform,68.2
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,162.4,90.09,96.06,73.66,IPX7,6.1,,Bluetooth,3,Cross-platform,68
6/23/2025,WHOOP 4.0,WHOOP,4,Fitness Band,30,162.4,85.43,95.41,72.19,IPX7,6.9,,Bluetooth,2,Android/iOS,68.3
